id	created_at	updated_at	id_usuario	id_tema	bajo	regular	bueno	id	nombre	apellido_paterno	apellido_materno	matricula	password	nivel_academico	id_rol	created_at	updated_at	foto	eliminado
1302	NULL	NULL	86	170	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1303	NULL	NULL	86	39	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1304	NULL	NULL	86	99	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1305	NULL	NULL	86	161	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1306	NULL	NULL	86	34	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1307	NULL	NULL	86	33	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1308	NULL	NULL	86	27	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1309	NULL	NULL	86	100	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1310	NULL	NULL	86	29	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1311	NULL	NULL	86	28	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1312	NULL	NULL	86	166	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1313	NULL	NULL	86	167	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1314	NULL	NULL	86	30	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1315	NULL	NULL	86	168	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1316	NULL	NULL	86	101	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1317	NULL	NULL	86	95	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1318	NULL	NULL	86	31	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1319	NULL	NULL	86	169	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1320	NULL	NULL	86	96	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1321	NULL	NULL	86	97	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1322	NULL	NULL	86	32	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1323	NULL	NULL	86	98	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1324	NULL	NULL	86	186	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1325	NULL	NULL	86	10	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1326	NULL	NULL	86	71	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1327	NULL	NULL	86	72	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1328	NULL	NULL	86	73	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1329	NULL	NULL	86	76	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1330	NULL	NULL	86	75	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1331	NULL	NULL	86	74	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1332	NULL	NULL	86	77	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1333	NULL	NULL	86	187	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1334	NULL	NULL	86	24	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1335	NULL	NULL	86	82	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1336	NULL	NULL	86	78	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1337	NULL	NULL	86	83	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1338	NULL	NULL	86	79	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1339	NULL	NULL	86	86	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1340	NULL	NULL	86	88	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1341	NULL	NULL	86	163	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1342	NULL	NULL	86	91	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1343	NULL	NULL	86	165	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1344	NULL	NULL	86	164	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1345	NULL	NULL	86	53	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1346	NULL	NULL	86	19	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1347	NULL	NULL	86	54	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1348	NULL	NULL	86	55	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1350	NULL	NULL	86	57	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1351	NULL	NULL	86	58	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1352	NULL	NULL	86	60	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1353	NULL	NULL	86	59	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1354	NULL	NULL	86	188	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1355	NULL	NULL	86	189	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1356	NULL	NULL	86	190	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1357	NULL	NULL	86	23	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1358	NULL	NULL	86	181	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1360	NULL	NULL	86	182	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1361	NULL	NULL	86	62	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1362	NULL	NULL	86	183	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1363	NULL	NULL	86	63	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1364	NULL	NULL	86	184	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1366	NULL	NULL	86	185	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1367	NULL	NULL	86	172	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1368	NULL	NULL	86	173	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1369	NULL	NULL	86	174	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1370	NULL	NULL	86	176	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1371	NULL	NULL	86	175	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1372	NULL	NULL	86	177	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1373	NULL	NULL	86	180	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1374	NULL	NULL	86	179	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1375	NULL	NULL	86	209	0	100	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1376	NULL	NULL	86	178	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1377	NULL	NULL	86	191	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1378	NULL	NULL	86	192	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1379	NULL	NULL	86	41	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1380	NULL	NULL	86	193	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1381	NULL	NULL	86	42	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1383	NULL	NULL	86	194	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1384	NULL	NULL	86	50	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1385	NULL	NULL	86	49	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1386	NULL	NULL	86	48	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1387	NULL	NULL	86	47	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1388	NULL	NULL	86	46	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1389	NULL	NULL	86	44	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1390	NULL	NULL	86	195	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1391	NULL	NULL	86	196	100	0	0	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
1392	NULL	NULL	86	197	0	0	100	86	Prueba	Prueba 	Prueba 	1000	$2a$10$Oz6pVSvkygUCKmRhKsdzcOH7Cnis4XxUGDB7Dfay9/MKvmXiyLPam	NULL	2	2021-07-07 17:03:38	2022-02-01 16:37:04	perfil.png	1
